Begin train
Train graph contains 544230 triples
Train data contains 544230 triples
reward: 0.0091015625
reward: 0.005546875
reward: 0.0049609375
reward: 0.0075
reward: 0.007265625
reward: 0.0078125
reward: 0.0057421875
reward: 0.0062109375
reward: 0.0078515625
reward: 0.006015625
reward: 0.0084765625
reward: 0.006015625
reward: 0.0074609375
reward: 0.0074609375
reward: 0.008203125
reward: 0.0053125
reward: 0.0065234375
reward: 0.00578125
reward: 0.00796875
reward: 0.006796875
reward: 0.0078125
reward: 0.0061328125
reward: 0.0043359375
reward: 0.005859375
reward: 0.006796875
reward: 0.00734375
reward: 0.0090234375
reward: 0.0091796875
reward: 0.005546875
reward: 0.00734375
reward: 0.007734375
reward: 0.0053515625
reward: 0.006328125
reward: 0.007890625
reward: 0.00765625
reward: 0.0082421875
reward: 0.0067578125
reward: 0.00875
reward: 0.0096484375
reward: 0.0066796875
reward: 0.0076953125
reward: 0.00765625
reward: 0.00796875
reward: 0.0084375
reward: 0.00734375
reward: 0.0091015625
reward: 0.0086328125
reward: 0.011328125
reward: 0.010546875
reward: 0.0112109375
reward: 0.011640625
reward: 0.0089453125
reward: 0.0100390625
reward: 0.008125
reward: 0.0095703125
reward: 0.008671875
reward: 0.0122265625
reward: 0.0095703125
reward: 0.011484375
reward: 0.0165234375
reward: 0.013984375
reward: 0.0143359375
reward: 0.016640625
reward: 0.016953125
reward: 0.0143359375
reward: 0.018046875
reward: 0.017421875
reward: 0.0246484375
reward: 0.018515625
reward: 0.0134375
reward: 0.0234375
reward: 0.0210546875
reward: 0.029140625
reward: 0.0210546875
reward: 0.0149609375
reward: 0.0230078125
reward: 0.017578125
reward: 0.020078125
reward: 0.0210546875
reward: 0.0198828125
reward: 0.01609375
reward: 0.0184375
reward: 0.0206640625
reward: 0.0291796875
reward: 0.011015625
reward: 0.0185546875
reward: 0.01703125
reward: 0.0214453125
reward: 0.0241015625
reward: 0.01984375
reward: 0.0144921875
reward: 0.017109375
reward: 0.015703125
reward: 0.02515625
reward: 0.0190625
reward: 0.028984375
reward: 0.01703125
reward: 0.015625
reward: 0.0225
reward: 0.0253515625
reward: 0.0155859375
reward: 0.0172265625
reward: 0.02109375
reward: 0.025390625
reward: 0.026484375
reward: 0.0113671875
reward: 0.0169921875
reward: 0.01453125
reward: 0.0234765625
reward: 0.0098828125
reward: 0.0180859375
reward: 0.0171875
reward: 0.02375
reward: 0.02625
reward: 0.017265625
reward: 0.02140625
reward: 0.03125
reward: 0.0134375
reward: 0.01390625
reward: 0.0238671875
reward: 0.0158984375
reward: 0.021328125
reward: 0.0119921875
reward: 0.0206640625
reward: 0.0247265625
reward: 0.0230859375
reward: 0.023515625
reward: 0.017734375
reward: 0.0265234375
reward: 0.0199609375
reward: 0.023125
reward: 0.026875
reward: 0.0216796875
reward: 0.0171875
reward: 0.0309375
reward: 0.0155859375
reward: 0.014453125
reward: 0.0190625
reward: 0.030546875
reward: 0.02140625
reward: 0.023828125
reward: 0.0207421875
reward: 0.0208203125
reward: 0.0133984375
reward: 0.0174609375
reward: 0.01328125
reward: 0.0394921875
reward: 0.0272265625
reward: 0.027734375
reward: 0.019375
reward: 0.036953125
reward: 0.0131640625
reward: 0.0275
reward: 0.02296875
reward: 0.0215625
reward: 0.019921875
reward: 0.021796875
reward: 0.018046875
reward: 0.020703125
reward: 0.023046875
reward: 0.0340234375
reward: 0.02484375
reward: 0.0390234375
reward: 0.0410546875
reward: 0.02515625
reward: 0.03125
reward: 0.03078125
reward: 0.034375
reward: 0.0324609375
reward: 0.01484375
reward: 0.0250390625
reward: 0.0308984375
reward: 0.016875
reward: 0.023515625
reward: 0.0175
reward: 0.0193359375
reward: 0.021640625
reward: 0.01984375
reward: 0.024375
reward: 0.021640625
reward: 0.0256640625
reward: 0.0266015625
reward: 0.028125
reward: 0.036640625
reward: 0.0259375
reward: 0.0229296875
reward: 0.028671875
reward: 0.0412109375
reward: 0.0212109375
reward: 0.0404296875
reward: 0.027265625
reward: 0.02671875
reward: 0.0262109375
reward: 0.0257421875
reward: 0.0381640625
reward: 0.0403125
reward: 0.0198046875
reward: 0.04328125
reward: 0.01875
reward: 0.0197265625
reward: 0.0378515625
